zero_absz,zero_frequency,zero_phasez,one_absz,one_frequency,one_phasez,two_absz,two_frequency,two_phasez,three_absz,three_frequency,three_phasez,four_absz,four_frequency,four_phasez,five_absz,five_frequency,five_phasez
1000_Ohm,1000_Ohm,1000_Ohm,100_Ohm,100_Ohm,100_Ohm,1_mega_Ohm,1_mega_Ohm,1_mega_Ohm,RC_R=100_Ohm,RC_R=100_Ohm,RC_R=100_Ohm,RLC_R=1MOhm_L=10mH_C=1uF,RLC_R=1MOhm_L=10mH_C=1uF,RLC_R=1MOhm_L=10mH_C=1uF,audio,audio,audio
0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5
absz,frequency,phasez,absz,frequency,phasez,absz,frequency,phasez,absz,frequency,phasez,absz,frequency,phasez,absz,frequency,phasez
996.456,9.99999997475243,0.0000655841,99.9152,9.99999997475243,0.000029136,1006030,9.99999997475243,-0.000221244,99.9074,9.99999997475243,-0.00642795,40.3606,9.99999997475243,0.0131898,3.92806,19.9999999495049,0.0190556
996.425,10.0217069842756,0.0000582473,99.9173,10.0217069842756,0.0000400859,1006030,10.0217069842756,-0.000224065,99.9062,10.0217069842756,-0.00644004,40.36,10.0217069842756,0.0132118,3.92009,20.0276556938661,0.0191198
996.45,10.0434611027822,0.0000635701,99.9166,10.0434611027822,0.0000340301,1006020,10.0434611027822,-0.000221033,99.9062,10.0434611027822,-0.00645017,40.3603,10.0434611027822,0.0132415,3.90976,20.0553495943723,0.0192125
996.453,10.065262543435,0.0000606566,99.915,10.065262543435,0.0000289459,1006020,10.065262543435,-0.000225787,99.9048,10.065262543435,-0.00645786,40.3604,10.065262543435,0.0132684,3.9016,20.0830816510234,0.019256
996.46,10.087111306234,0.0000488206,99.914,10.087111306234,0.0000262389,1006030,10.087111306234,-0.000212855,99.9046,10.087111306234,-0.00647339,40.3605,10.087111306234,0.0133021,3.90285,20.110852290145,0.0192992
996.438,10.1090073911792,0.0000645348,99.9158,10.1090073911792,0.0000366164,1006040,10.1090073911792,-0.000224577,99.9056,10.1090073911792,-0.00649012,40.3609,10.1090073911792,0.0133347,3.90004,20.1386612985743,0.0193392
996.429,10.1309510114334,0.0000628652,99.9156,10.1309510114334,0.0000250342,1006030,10.1309510114334,-0.000223656,99.9043,10.1309510114334,-0.00650285,40.3616,10.1309510114334,0.0133568,3.90272,20.1665086763114,0.0193713
996.432,10.1529421669966,0.0000591898,99.9149,10.1529421669966,0.000027708,1006020,10.1529421669966,-0.00022675,99.9047,10.1529421669966,-0.00652143,40.3614,10.1529421669966,0.0133846,3.89959,20.1943944233562,0.019398
996.409,10.1749812841945,0.0000612528,99.9165,10.1749812841945,0.0000321711,1006040,10.1749812841945,-0.000222547,99.9047,10.1749812841945,-0.00653298,40.3622,10.1749812841945,0.0134066,3.89448,20.2223189660344,0.0194672
996.429,10.1970681498642,0.0000545485,99.9168,10.1970681498642,0.0000252196,1006030,10.1970681498642,-0.000220536,99.9052,10.1970681498642,-0.00655393,40.3614,10.1970681498642,0.0134413,3.89033,20.2502820911832,0.0195119
996.429,10.2192029771686,0.0000594847,99.9173,10.2192029771686,0.0000417268,1006030,10.2192029771686,-0.000230955,99.9029,10.2192029771686,-0.0065626,40.3625,10.2192029771686,0.0134679,3.88946,20.2782837988025,0.0195326
996.431,10.2413857661077,0.0000691967,99.9167,10.2413857661077,0.0000357235,1006030,10.2413857661077,-0.000231628,99.9055,10.2413857661077,-0.00658097,40.362,10.2413857661077,0.0134998,3.88734,20.3063243020552,0.0195575
996.438,10.2636167298442,0.0000646008,99.9168,10.2636167298442,0.0000286091,1006030,10.2636167298442,-0.000217727,99.9057,10.2636167298442,-0.00659892,40.3622,10.2636167298442,0.0135273,3.88237,20.3344033877784,0.0196194
